,sales,number_of_customers,visitors,opening_hour,closing_hour
2019-05-07 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-05-07 10:00:00,0.0,0.0,2.0,10.0,18.0
2019-05-07 11:00:00,2940.0,4.0,23.0,10.0,18.0
2019-05-07 12:00:00,2923.0,3.0,14.0,10.0,18.0
2019-05-07 13:00:00,6258.0,7.0,15.0,10.0,18.0
2019-05-07 14:00:00,2699.0,3.0,14.0,10.0,18.0
2019-05-07 15:00:00,6451.0,5.0,18.0,10.0,18.0
2019-05-07 16:00:00,3669.0,4.0,19.0,10.0,18.0
2019-05-07 17:00:00,3285.0,2.0,12.0,10.0,18.0
2019-05-08 09:00:00,1752.0,2.0,4.0,10.0,18.0
2019-05-08 10:00:00,0.0,0.0,9.0,10.0,18.0
2019-05-08 11:00:00,0.0,0.0,9.0,10.0,18.0
2019-05-08 12:00:00,5233.0,2.0,19.0,10.0,18.0
2019-05-08 13:00:00,175.0,3.0,30.0,10.0,18.0
2019-05-08 14:00:00,4280.0,4.0,11.0,10.0,18.0
2019-05-08 15:00:00,0.0,1.0,15.0,10.0,18.0
2019-05-08 16:00:00,8255.0,2.0,22.0,10.0,18.0
2019-05-08 17:00:00,5055.0,4.0,19.0,10.0,18.0
2019-05-09 09:00:00,0.0,0.0,1.0,10.0,18.0
2019-05-09 10:00:00,3106.0,3.0,7.0,10.0,18.0
2019-05-09 11:00:00,806.0,1.0,13.0,10.0,18.0
2019-05-09 12:00:00,1074.0,1.0,14.0,10.0,18.0
2019-05-09 13:00:00,3726.0,3.0,10.0,10.0,18.0
2019-05-09 14:00:00,1340.0,1.0,6.0,10.0,18.0
2019-05-09 15:00:00,730.0,2.0,22.0,10.0,18.0
2019-05-09 16:00:00,2642.0,2.0,21.0,10.0,18.0
2019-05-09 17:00:00,1078.0,2.0,15.0,10.0,18.0
2019-05-09 18:00:00,1594.0,1.0,6.0,10.0,18.0
2019-05-10 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-05-10 10:00:00,2188.0,4.0,18.0,10.0,18.0
2019-05-10 11:00:00,9668.0,3.0,16.0,10.0,18.0
2019-05-10 12:00:00,4446.0,9.0,29.0,10.0,18.0
2019-05-10 13:00:00,741.0,2.0,28.0,10.0,18.0
2019-05-10 14:00:00,5852.0,4.0,32.0,10.0,18.0
2019-05-10 15:00:00,1572.0,1.0,32.0,10.0,18.0
2019-05-10 16:00:00,4488.0,6.0,17.0,10.0,18.0
2019-05-10 17:00:00,1381.0,2.0,5.0,10.0,18.0
2019-05-11 09:00:00,0.0,0.0,5.0,10.0,16.0
2019-05-11 10:00:00,2121.0,4.0,16.0,10.0,16.0
2019-05-11 11:00:00,7862.0,4.0,64.0,10.0,16.0
2019-05-11 12:00:00,8708.0,9.0,60.0,10.0,16.0
2019-05-11 13:00:00,9981.0,9.0,57.0,10.0,16.0
2019-05-11 14:00:00,6226.0,8.0,30.0,10.0,16.0
2019-05-11 15:00:00,0.0,0.0,21.0,10.0,16.0
2019-05-13 09:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-13 10:00:00,3596.0,4.0,44.0,10.0,18.0
2019-05-13 11:00:00,4524.0,4.0,13.0,10.0,18.0
2019-05-13 12:00:00,3304.0,2.0,23.0,10.0,18.0
2019-05-13 13:00:00,8819.0,5.0,24.0,10.0,18.0
2019-05-13 14:00:00,1222.0,1.0,12.0,10.0,18.0
2019-05-13 15:00:00,6051.0,3.0,16.0,10.0,18.0
2019-05-13 16:00:00,1867.0,1.0,15.0,10.0,18.0
2019-05-13 17:00:00,1636.0,1.0,5.0,10.0,18.0
2019-05-13 18:00:00,0.0,0.0,1.0,10.0,18.0
2019-05-14 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-05-14 10:00:00,0.0,0.0,11.0,10.0,18.0
2019-05-14 11:00:00,2909.0,4.0,14.0,10.0,18.0
2019-05-14 12:00:00,3155.0,2.0,33.0,10.0,18.0
2019-05-14 13:00:00,1394.0,2.0,10.0,10.0,18.0
2019-05-14 14:00:00,1069.0,2.0,7.0,10.0,18.0
2019-05-14 15:00:00,3258.0,4.0,14.0,10.0,18.0
2019-05-14 16:00:00,2240.0,4.0,39.0,10.0,18.0
2019-05-14 17:00:00,5399.0,3.0,11.0,10.0,18.0
2019-05-14 18:00:00,0.0,0.0,2.0,10.0,18.0
2019-05-15 09:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-15 10:00:00,11092.0,8.0,18.0,10.0,18.0
2019-05-15 11:00:00,4142.0,3.0,12.0,10.0,18.0
2019-05-15 12:00:00,5330.0,2.0,21.0,10.0,18.0
2019-05-15 13:00:00,2839.0,3.0,20.0,10.0,18.0
2019-05-15 14:00:00,3000.0,2.0,36.0,10.0,18.0
2019-05-15 15:00:00,0.0,0.0,21.0,10.0,18.0
2019-05-15 16:00:00,1200.0,1.0,29.0,10.0,18.0
2019-05-15 17:00:00,1575.0,1.0,2.0,10.0,18.0
2019-05-16 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-05-16 10:00:00,15035.0,8.0,33.0,10.0,18.0
2019-05-16 11:00:00,6473.0,5.0,19.0,10.0,18.0
2019-05-16 12:00:00,3028.0,4.0,17.0,10.0,18.0
2019-05-16 13:00:00,1302.0,1.0,29.0,10.0,18.0
2019-05-16 14:00:00,5501.0,10.0,15.0,10.0,18.0
2019-05-16 15:00:00,0.0,0.0,26.0,10.0,18.0
2019-05-16 16:00:00,4233.0,2.0,13.0,10.0,18.0
2019-05-16 17:00:00,1476.0,1.0,5.0,10.0,18.0
2019-05-16 18:00:00,1100.0,2.0,0.0,10.0,18.0
2019-05-17 09:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-17 10:00:00,0.0,0.0,13.0,10.0,18.0
2019-05-17 11:00:00,5278.0,4.0,24.0,10.0,18.0
2019-05-17 12:00:00,15705.0,10.0,20.0,10.0,18.0
2019-05-17 13:00:00,2974.0,4.0,32.0,10.0,18.0
2019-05-17 14:00:00,4392.0,3.0,29.0,10.0,18.0
2019-05-17 15:00:00,7478.0,8.0,17.0,10.0,18.0
2019-05-17 16:00:00,3169.0,4.0,9.0,10.0,18.0
2019-05-17 17:00:00,1315.0,1.0,3.0,10.0,18.0
2019-05-18 09:00:00,0.0,0.0,4.0,10.0,16.0
2019-05-18 10:00:00,3077.0,1.0,27.0,10.0,16.0
2019-05-18 11:00:00,3534.0,4.0,28.0,10.0,16.0
2019-05-18 12:00:00,6994.0,13.0,85.0,10.0,16.0
2019-05-18 13:00:00,13098.0,14.0,30.0,10.0,16.0
2019-05-18 14:00:00,8905.0,8.0,54.0,10.0,16.0
2019-05-18 15:00:00,3511.0,3.0,45.0,10.0,16.0
2019-05-20 09:00:00,0.0,0.0,7.0,10.0,18.0
2019-05-20 10:00:00,0.0,0.0,14.0,10.0,18.0
2019-05-20 11:00:00,4339.0,7.0,39.0,10.0,18.0
2019-05-20 12:00:00,8502.0,6.0,14.0,10.0,18.0
2019-05-20 13:00:00,0.0,0.0,21.0,10.0,18.0
2019-05-20 14:00:00,2440.0,3.0,25.0,10.0,18.0
2019-05-20 15:00:00,5237.0,5.0,34.0,10.0,18.0
2019-05-20 16:00:00,9414.0,6.0,21.0,10.0,18.0
2019-05-20 17:00:00,2437.0,2.0,9.0,10.0,18.0
2019-05-21 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-05-21 10:00:00,3340.0,4.0,24.0,10.0,18.0
2019-05-21 11:00:00,1068.0,2.0,7.0,10.0,18.0
2019-05-21 14:00:00,0.0,0.0,14.0,10.0,18.0
2019-05-21 15:00:00,3527.0,5.0,21.0,10.0,18.0
2019-05-21 16:00:00,0.0,0.0,8.0,10.0,18.0
2019-05-21 17:00:00,1814.0,2.0,9.0,10.0,18.0
2019-05-22 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-05-22 10:00:00,3461.0,5.0,11.0,10.0,18.0
2019-05-22 11:00:00,2814.0,1.0,42.0,10.0,18.0
2019-05-22 12:00:00,11970.0,19.0,49.0,10.0,18.0
2019-05-22 13:00:00,2499.0,4.0,20.0,10.0,18.0
2019-05-22 14:00:00,5634.0,2.0,12.0,10.0,18.0
2019-05-22 15:00:00,8791.0,3.0,13.0,10.0,18.0
2019-05-22 16:00:00,1158.0,1.0,17.0,10.0,18.0
2019-05-22 17:00:00,3519.0,2.0,16.0,10.0,18.0
2019-05-23 09:00:00,0.0,0.0,2.0,10.0,18.0
2019-05-23 10:00:00,7501.0,6.0,18.0,10.0,18.0
2019-05-23 11:00:00,12153.0,11.0,16.0,10.0,18.0
2019-05-23 12:00:00,3578.0,4.0,28.0,10.0,18.0
2019-05-23 13:00:00,7957.0,7.0,34.0,10.0,18.0
2019-05-23 14:00:00,5844.0,2.0,24.0,10.0,18.0
2019-05-23 15:00:00,4928.0,5.0,13.0,10.0,18.0
2019-05-23 16:00:00,4171.0,3.0,34.0,10.0,18.0
2019-05-23 17:00:00,5279.0,4.0,19.0,10.0,18.0
2019-05-23 18:00:00,0.0,0.0,3.0,10.0,18.0
2019-05-24 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-05-24 10:00:00,2112.0,4.0,12.0,10.0,18.0
2019-05-24 11:00:00,745.0,2.0,10.0,10.0,18.0
2019-05-24 12:00:00,0.0,0.0,9.0,10.0,18.0
2019-05-24 13:00:00,0.0,0.0,12.0,10.0,18.0
2019-05-24 14:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-24 15:00:00,0.0,0.0,5.0,10.0,18.0
2019-05-24 16:00:00,3487.0,5.0,19.0,10.0,18.0
2019-05-24 17:00:00,0.0,0.0,10.0,10.0,18.0
2019-05-25 09:00:00,0.0,0.0,3.0,10.0,16.0
2019-05-25 10:00:00,776.0,2.0,15.0,10.0,16.0
2019-05-25 11:00:00,7624.0,9.0,46.0,10.0,16.0
2019-05-25 12:00:00,5111.0,7.0,67.0,10.0,16.0
2019-05-25 13:00:00,4009.0,4.0,65.0,10.0,16.0
2019-05-25 14:00:00,8862.0,6.0,39.0,10.0,16.0
2019-05-25 15:00:00,0.0,0.0,31.0,10.0,16.0
2019-05-25 16:00:00,0.0,0.0,2.0,10.0,16.0
2019-05-27 09:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-27 10:00:00,0.0,0.0,23.0,10.0,18.0
2019-05-27 11:00:00,3324.0,4.0,12.0,10.0,18.0
2019-05-27 12:00:00,2058.0,2.0,20.0,10.0,18.0
2019-05-27 13:00:00,5194.0,4.0,11.0,10.0,18.0
2019-05-27 14:00:00,1287.0,1.0,22.0,10.0,18.0
2019-05-27 15:00:00,3583.0,6.0,19.0,10.0,18.0
2019-05-27 16:00:00,1279.0,1.0,12.0,10.0,18.0
2019-05-27 17:00:00,2443.0,4.0,18.0,10.0,18.0
2019-05-28 09:00:00,0.0,0.0,4.0,10.0,18.0
2019-05-28 10:00:00,0.0,0.0,16.0,10.0,18.0
2019-05-28 11:00:00,1332.0,2.0,13.0,10.0,18.0
2019-05-28 12:00:00,4688.0,4.0,41.0,10.0,18.0
2019-05-28 13:00:00,3087.0,5.0,33.0,10.0,18.0
2019-05-28 14:00:00,9934.0,7.0,39.0,10.0,18.0
2019-05-28 15:00:00,0.0,0.0,13.0,10.0,18.0
2019-05-28 16:00:00,1573.0,2.0,10.0,10.0,18.0
2019-05-28 17:00:00,1486.0,1.0,24.0,10.0,18.0
2019-05-28 18:00:00,0.0,0.0,1.0,10.0,18.0
2019-05-29 09:00:00,0.0,0.0,3.0,10.0,18.0
2019-05-29 10:00:00,3151.0,4.0,26.0,10.0,18.0
2019-05-29 11:00:00,11656.0,11.0,42.0,10.0,18.0
2019-05-29 12:00:00,7682.0,5.0,30.0,10.0,18.0
2019-05-29 13:00:00,1741.0,2.0,54.0,10.0,18.0
2019-05-29 14:00:00,1212.0,2.0,33.0,10.0,18.0
2019-05-29 15:00:00,1473.0,1.0,29.0,10.0,18.0
2019-05-29 16:00:00,6896.0,8.0,30.0,10.0,18.0
2019-05-29 17:00:00,3984.0,2.0,9.0,10.0,18.0
2019-05-29 18:00:00,1270.0,1.0,6.0,10.0,18.0
2019-05-30 11:00:00,0.0,0.0,2.0,10.0,18.0
2019-05-30 12:00:00,1856.0,2.0,4.0,10.0,18.0
2019-05-30 13:00:00,1821.0,2.0,23.0,10.0,18.0
2019-05-30 14:00:00,0.0,0.0,20.0,10.0,18.0
2019-05-30 15:00:00,1203.0,1.0,5.0,10.0,18.0
2019-05-31 08:00:00,0.0,0.0,1.0,10.0,18.0
2019-05-31 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-05-31 10:00:00,5101.0,5.0,46.0,10.0,18.0
2019-05-31 11:00:00,12706.0,7.0,56.0,10.0,18.0
2019-05-31 12:00:00,20798.0,14.0,81.0,10.0,18.0
2019-05-31 13:00:00,10610.0,8.0,57.0,10.0,18.0
2019-05-31 14:00:00,5178.0,7.0,53.0,10.0,18.0
2019-05-31 15:00:00,7100.0,4.0,35.0,10.0,18.0
2019-05-31 16:00:00,6813.0,7.0,32.0,10.0,18.0
2019-05-31 17:00:00,2100.0,3.0,18.0,10.0,18.0
2019-05-31 18:00:00,0.0,0.0,2.0,10.0,18.0
2019-06-01 09:00:00,0.0,0.0,3.0,10.0,16.0
2019-06-01 10:00:00,5061.0,5.0,56.0,10.0,16.0
2019-06-01 11:00:00,5156.0,4.0,48.0,10.0,16.0
2019-06-01 12:00:00,5915.0,4.0,56.0,10.0,16.0
2019-06-01 13:00:00,4038.0,4.0,19.0,10.0,16.0
2019-06-01 14:00:00,3914.0,6.0,39.0,10.0,16.0
2019-06-01 15:00:00,2193.0,3.0,16.0,10.0,16.0
2019-06-03 09:00:00,0.0,0.0,3.0,10.0,18.0
2019-06-03 10:00:00,6140.0,5.0,24.0,10.0,18.0
2019-06-03 11:00:00,3489.0,6.0,28.0,10.0,18.0
2019-06-03 12:00:00,3437.0,2.0,18.0,10.0,18.0
2019-06-03 13:00:00,5375.0,5.0,24.0,10.0,18.0
2019-06-03 14:00:00,2572.0,2.0,19.0,10.0,18.0
2019-06-03 15:00:00,3198.0,2.0,16.0,10.0,18.0
2019-06-03 16:00:00,7902.0,6.0,26.0,10.0,18.0
2019-06-03 17:00:00,5374.0,5.0,13.0,10.0,18.0
2019-06-04 09:00:00,0.0,0.0,7.0,10.0,18.0
2019-06-04 10:00:00,3184.0,4.0,9.0,10.0,18.0
2019-06-04 11:00:00,7216.0,3.0,21.0,10.0,18.0
2019-06-04 12:00:00,1332.0,2.0,3.0,10.0,18.0
2019-06-04 13:00:00,3278.0,4.0,19.0,10.0,18.0
2019-06-04 14:00:00,5232.0,4.0,34.0,10.0,18.0
2019-06-04 15:00:00,3379.0,6.0,20.0,10.0,18.0
2019-06-04 16:00:00,9048.0,4.0,28.0,10.0,18.0
2019-06-04 17:00:00,2573.0,1.0,11.0,10.0,18.0
2019-06-04 18:00:00,1672.0,2.0,0.0,10.0,18.0
2019-06-05 09:00:00,0.0,0.0,1.0,10.0,18.0
2019-06-05 10:00:00,1452.0,3.0,11.0,10.0,18.0
2019-06-05 11:00:00,1655.0,1.0,12.0,10.0,18.0
2019-06-05 12:00:00,3213.0,4.0,20.0,10.0,18.0
2019-06-05 13:00:00,10271.0,8.0,16.0,10.0,18.0
2019-06-05 14:00:00,4006.0,4.0,10.0,10.0,18.0
2019-06-05 15:00:00,6873.0,4.0,16.0,10.0,18.0
2019-06-05 16:00:00,0.0,0.0,20.0,10.0,18.0
2019-06-05 17:00:00,4471.0,5.0,14.0,10.0,18.0
2019-06-05 18:00:00,1578.0,1.0,0.0,10.0,18.0
2019-06-06 11:00:00,0.0,0.0,1.0,10.0,18.0
2019-06-06 12:00:00,0.0,0.0,20.0,10.0,18.0
2019-06-06 13:00:00,0.0,0.0,9.0,10.0,18.0
2019-06-06 14:00:00,1531.0,1.0,7.0,10.0,18.0
2019-06-06 15:00:00,0.0,0.0,8.0,10.0,18.0
2019-06-06 16:00:00,0.0,0.0,2.0,10.0,18.0
2019-06-06 17:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-07 09:00:00,0.0,0.0,7.0,10.0,18.0
2019-06-07 10:00:00,10783.0,9.0,24.0,10.0,18.0
2019-06-07 11:00:00,7473.0,8.0,45.0,10.0,18.0
2019-06-07 12:00:00,11007.0,11.0,41.0,10.0,18.0
2019-06-07 13:00:00,1044.0,1.0,36.0,10.0,18.0
2019-06-07 14:00:00,5054.0,5.0,34.0,10.0,18.0
2019-06-07 15:00:00,3719.0,5.0,43.0,10.0,18.0
2019-06-07 16:00:00,2716.0,2.0,14.0,10.0,18.0
2019-06-07 17:00:00,6246.0,5.0,12.0,10.0,18.0
2019-06-08 09:00:00,0.0,0.0,6.0,10.0,16.0
2019-06-08 10:00:00,3273.0,4.0,13.0,10.0,16.0
2019-06-08 11:00:00,10390.0,8.0,48.0,10.0,16.0
2019-06-08 12:00:00,4773.0,4.0,26.0,10.0,16.0
2019-06-08 13:00:00,3799.0,5.0,67.0,10.0,16.0
2019-06-08 14:00:00,5259.0,8.0,35.0,10.0,16.0
2019-06-08 15:00:00,1493.0,1.0,19.0,10.0,16.0
2019-06-10 09:00:00,0.0,0.0,3.0,10.0,18.0
2019-06-10 10:00:00,2717.0,2.0,28.0,10.0,18.0
2019-06-10 11:00:00,1372.0,1.0,7.0,10.0,18.0
2019-06-10 12:00:00,3632.0,4.0,27.0,10.0,18.0
2019-06-10 13:00:00,2924.0,5.0,35.0,10.0,18.0
2019-06-10 14:00:00,4139.0,3.0,24.0,10.0,18.0
2019-06-10 15:00:00,3594.0,5.0,17.0,10.0,18.0
2019-06-10 16:00:00,0.0,0.0,18.0,10.0,18.0
2019-06-10 17:00:00,0.0,0.0,8.0,10.0,18.0
2019-06-10 18:00:00,1352.0,2.0,0.0,10.0,18.0
2019-06-11 09:00:00,0.0,0.0,1.0,10.0,18.0
2019-06-11 10:00:00,979.0,2.0,9.0,10.0,18.0
2019-06-11 11:00:00,3453.0,2.0,15.0,10.0,18.0
2019-06-11 12:00:00,6069.0,6.0,14.0,10.0,18.0
2019-06-11 13:00:00,8486.0,8.0,25.0,10.0,18.0
2019-06-11 14:00:00,8300.0,10.0,37.0,10.0,18.0
2019-06-11 15:00:00,3374.0,3.0,12.0,10.0,18.0
2019-06-11 16:00:00,1184.0,2.0,13.0,10.0,18.0
2019-06-11 17:00:00,2889.0,3.0,16.0,10.0,18.0
2019-06-11 18:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-12 09:00:00,0.0,0.0,7.0,10.0,18.0
2019-06-12 10:00:00,4457.0,3.0,20.0,10.0,18.0
2019-06-12 11:00:00,8325.0,4.0,21.0,10.0,18.0
2019-06-12 12:00:00,1558.0,5.0,20.0,10.0,18.0
2019-06-12 13:00:00,6250.0,4.0,31.0,10.0,18.0
2019-06-12 14:00:00,5428.0,9.0,27.0,10.0,18.0
2019-06-12 15:00:00,3322.0,5.0,19.0,10.0,18.0
2019-06-12 16:00:00,4727.0,3.0,20.0,10.0,18.0
2019-06-12 17:00:00,1693.0,2.0,23.0,10.0,18.0
2019-06-13 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-13 10:00:00,2585.0,2.0,6.0,10.0,18.0
2019-06-13 11:00:00,0.0,0.0,15.0,10.0,18.0
2019-06-13 12:00:00,1608.0,3.0,33.0,10.0,18.0
2019-06-13 13:00:00,1149.0,1.0,20.0,10.0,18.0
2019-06-13 14:00:00,1609.0,1.0,25.0,10.0,18.0
2019-06-13 15:00:00,1250.0,1.0,13.0,10.0,18.0
2019-06-13 16:00:00,2046.0,3.0,11.0,10.0,18.0
2019-06-13 17:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-14 09:00:00,0.0,0.0,3.0,10.0,18.0
2019-06-14 10:00:00,0.0,0.0,10.0,10.0,18.0
2019-06-14 11:00:00,1860.0,2.0,8.0,10.0,18.0
2019-06-14 12:00:00,2312.0,1.0,17.0,10.0,18.0
2019-06-14 13:00:00,6636.0,4.0,28.0,10.0,18.0
2019-06-14 14:00:00,1788.0,2.0,12.0,10.0,18.0
2019-06-14 15:00:00,977.0,2.0,27.0,10.0,18.0
2019-06-14 16:00:00,179.0,1.0,18.0,10.0,18.0
2019-06-14 17:00:00,2359.0,3.0,5.0,10.0,18.0
2019-06-15 09:00:00,0.0,0.0,5.0,10.0,16.0
2019-06-15 10:00:00,4683.0,6.0,12.0,10.0,16.0
2019-06-15 11:00:00,2483.0,5.0,35.0,10.0,16.0
2019-06-15 12:00:00,1107.0,2.0,25.0,10.0,16.0
2019-06-15 13:00:00,2494.0,3.0,32.0,10.0,16.0
2019-06-15 14:00:00,4597.0,5.0,34.0,10.0,16.0
2019-06-15 15:00:00,0.0,0.0,10.0,10.0,16.0
2019-06-17 09:00:00,0.0,0.0,3.0,10.0,18.0
2019-06-17 10:00:00,5538.0,5.0,21.0,10.0,18.0
2019-06-17 11:00:00,2910.0,2.0,39.0,10.0,18.0
2019-06-17 12:00:00,5842.0,5.0,51.0,10.0,18.0
2019-06-17 13:00:00,0.0,0.0,28.0,10.0,18.0
2019-06-17 14:00:00,6362.0,6.0,42.0,10.0,18.0
2019-06-17 15:00:00,5010.0,6.0,41.0,10.0,18.0
2019-06-17 16:00:00,11718.0,13.0,27.0,10.0,18.0
2019-06-17 17:00:00,1352.0,2.0,9.0,10.0,18.0
2019-06-18 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-06-18 10:00:00,1511.0,2.0,16.0,10.0,18.0
2019-06-18 11:00:00,2499.0,5.0,24.0,10.0,18.0
2019-06-18 12:00:00,4288.0,5.0,28.0,10.0,18.0
2019-06-18 13:00:00,1262.0,2.0,21.0,10.0,18.0
2019-06-18 14:00:00,0.0,0.0,29.0,10.0,18.0
2019-06-18 15:00:00,3907.0,5.0,26.0,10.0,18.0
2019-06-18 16:00:00,7751.0,10.0,29.0,10.0,18.0
2019-06-18 17:00:00,0.0,0.0,31.0,10.0,18.0
2019-06-19 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-06-19 10:00:00,1903.0,1.0,20.0,10.0,18.0
2019-06-19 11:00:00,5330.0,4.0,33.0,10.0,18.0
2019-06-19 12:00:00,7244.0,8.0,27.0,10.0,18.0
2019-06-19 13:00:00,6475.0,5.0,25.0,10.0,18.0
2019-06-19 14:00:00,3406.0,1.0,11.0,10.0,18.0
2019-06-19 15:00:00,1138.0,1.0,14.0,10.0,18.0
2019-06-19 16:00:00,4728.0,4.0,17.0,10.0,18.0
2019-06-19 17:00:00,5637.0,2.0,6.0,10.0,18.0
2019-06-20 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-06-20 10:00:00,4608.0,4.0,11.0,10.0,18.0
2019-06-20 11:00:00,4990.0,5.0,34.0,10.0,18.0
2019-06-20 12:00:00,4139.0,7.0,29.0,10.0,18.0
2019-06-20 13:00:00,7195.0,8.0,60.0,10.0,18.0
2019-06-20 14:00:00,7518.0,5.0,39.0,10.0,18.0
2019-06-20 15:00:00,5789.0,6.0,14.0,10.0,18.0
2019-06-20 16:00:00,4525.0,3.0,30.0,10.0,18.0
2019-06-20 17:00:00,4376.0,4.0,12.0,10.0,18.0
2019-06-20 18:00:00,0.0,0.0,2.0,10.0,18.0
2019-06-21 09:00:00,0.0,0.0,8.0,10.0,18.0
2019-06-21 10:00:00,18373.0,12.0,22.0,10.0,18.0
2019-06-21 11:00:00,8326.0,8.0,21.0,10.0,18.0
2019-06-21 12:00:00,2701.0,6.0,23.0,10.0,18.0
2019-06-21 13:00:00,0.0,0.0,28.0,10.0,18.0
2019-06-24 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-24 10:00:00,4146.0,8.0,34.0,10.0,18.0
2019-06-24 11:00:00,3579.0,4.0,38.0,10.0,18.0
2019-06-24 12:00:00,9762.0,9.0,39.0,10.0,18.0
2019-06-24 13:00:00,2527.0,3.0,40.0,10.0,18.0
2019-06-24 14:00:00,4982.0,4.0,20.0,10.0,18.0
2019-06-24 15:00:00,4030.0,3.0,19.0,10.0,18.0
2019-06-24 16:00:00,2976.0,5.0,42.0,10.0,18.0
2019-06-24 17:00:00,0.0,0.0,31.0,10.0,18.0
2019-06-25 09:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-25 10:00:00,886.0,2.0,23.0,10.0,18.0
2019-06-25 11:00:00,4300.0,4.0,25.0,10.0,18.0
2019-06-25 12:00:00,4082.0,5.0,33.0,10.0,18.0
2019-06-25 13:00:00,0.0,0.0,17.0,10.0,18.0
2019-06-25 14:00:00,1295.0,3.0,49.0,10.0,18.0
2019-06-25 15:00:00,4486.0,4.0,21.0,10.0,18.0
2019-06-25 16:00:00,2209.0,3.0,24.0,10.0,18.0
2019-06-25 17:00:00,3222.0,3.0,33.0,10.0,18.0
2019-06-25 18:00:00,0.0,0.0,5.0,10.0,18.0
2019-06-25 19:00:00,0.0,0.0,2.0,10.0,18.0
2019-06-26 08:00:00,0.0,0.0,1.0,10.0,18.0
2019-06-26 09:00:00,0.0,0.0,10.0,10.0,18.0
2019-06-26 10:00:00,6999.0,8.0,29.0,10.0,18.0
2019-06-26 11:00:00,8470.0,8.0,21.0,10.0,18.0
2019-06-26 12:00:00,5391.0,5.0,40.0,10.0,18.0
2019-06-26 13:00:00,3599.0,9.0,50.0,10.0,18.0
2019-06-26 14:00:00,4112.0,4.0,35.0,10.0,18.0
2019-06-26 15:00:00,4408.0,7.0,42.0,10.0,18.0
2019-06-26 16:00:00,4430.0,6.0,37.0,10.0,18.0
2019-06-26 17:00:00,3382.0,3.0,18.0,10.0,18.0
2019-06-26 18:00:00,0.0,0.0,11.0,10.0,18.0
2019-06-27 09:00:00,0.0,0.0,8.0,10.0,18.0
2019-06-27 10:00:00,3683.0,3.0,15.0,10.0,18.0
2019-06-27 11:00:00,5879.0,8.0,27.0,10.0,18.0
2019-06-27 12:00:00,3418.0,5.0,24.0,10.0,18.0
2019-06-27 13:00:00,0.0,0.0,28.0,10.0,18.0
2019-06-27 14:00:00,2374.0,3.0,26.0,10.0,18.0
2019-06-27 15:00:00,5119.0,6.0,34.0,10.0,18.0
2019-06-27 16:00:00,3329.0,5.0,39.0,10.0,18.0
2019-06-27 17:00:00,8104.0,6.0,43.0,10.0,18.0
2019-06-28 09:00:00,0.0,0.0,6.0,10.0,18.0
2019-06-28 10:00:00,2365.0,2.0,14.0,10.0,18.0
2019-06-28 11:00:00,7748.0,5.0,29.0,10.0,18.0
2019-06-28 12:00:00,2887.0,6.0,21.0,10.0,18.0
2019-06-28 13:00:00,3686.0,3.0,32.0,10.0,18.0
2019-06-28 14:00:00,0.0,0.0,18.0,10.0,18.0
2019-06-28 15:00:00,3703.0,3.0,17.0,10.0,18.0
2019-06-28 16:00:00,0.0,0.0,11.0,10.0,18.0
2019-06-28 17:00:00,0.0,1.0,15.0,10.0,18.0
2019-06-28 18:00:00,0.0,0.0,6.0,10.0,18.0
2019-06-29 09:00:00,0.0,0.0,6.0,10.0,16.0
2019-06-29 10:00:00,9545.0,9.0,33.0,10.0,16.0
2019-06-29 11:00:00,9835.0,14.0,67.0,10.0,16.0
2019-06-29 12:00:00,6102.0,7.0,56.0,10.0,16.0
2019-06-29 13:00:00,10765.0,11.0,81.0,10.0,16.0
2019-06-29 14:00:00,10328.0,9.0,90.0,10.0,16.0
2019-06-29 15:00:00,5303.0,6.0,35.0,10.0,16.0
2019-07-01 09:00:00,0.0,0.0,10.0,10.0,18.0
2019-07-01 10:00:00,1733.0,8.0,33.0,10.0,18.0
2019-07-01 11:00:00,5689.0,5.0,41.0,10.0,18.0
2019-07-01 12:00:00,2297.0,1.0,40.0,10.0,18.0
2019-07-01 13:00:00,5877.0,13.0,37.0,10.0,18.0
2019-07-01 14:00:00,912.0,1.0,27.0,10.0,18.0
